"","date","state","case","daily_case"
"Pennsylvania.5175",2020-03-19,"Pennsylvania",206,51
"Pennsylvania.5176",2020-03-20,"Pennsylvania",311,105
"Pennsylvania.5177",2020-03-21,"Pennsylvania",399,88
"Pennsylvania.5178",2020-03-22,"Pennsylvania",509,110
"Pennsylvania.5179",2020-03-23,"Pennsylvania",698,189
"Pennsylvania.5180",2020-03-24,"Pennsylvania",946,248
"Pennsylvania.5181",2020-03-25,"Pennsylvania",1260,314
"Pennsylvania.5182",2020-03-26,"Pennsylvania",1795,535
"Pennsylvania.5183",2020-03-27,"Pennsylvania",2345,550
"Pennsylvania.5184",2020-03-28,"Pennsylvania",2845,500
"Pennsylvania.5185",2020-03-29,"Pennsylvania",3432,587
"Pennsylvania.5186",2020-03-30,"Pennsylvania",4155,723
"Pennsylvania.5187",2020-03-31,"Pennsylvania",4963,808
"Pennsylvania.5188",2020-04-01,"Pennsylvania",6009,1046
"Pennsylvania.5189",2020-04-02,"Pennsylvania",7268,1259
"Pennsylvania.5190",2020-04-03,"Pennsylvania",8570,1302
"Pennsylvania.5191",2020-04-04,"Pennsylvania",10444,1874
"Pennsylvania.5192",2020-04-05,"Pennsylvania",11589,1145
"Pennsylvania.5193",2020-04-06,"Pennsylvania",13127,1538
"Pennsylvania.5194",2020-04-07,"Pennsylvania",14853,1726
"Pennsylvania.5195",2020-04-08,"Pennsylvania",16631,1778
"Pennsylvania.5196",2020-04-09,"Pennsylvania",18300,1669
"Pennsylvania.5197",2020-04-10,"Pennsylvania",20051,1751
"Pennsylvania.5198",2020-04-11,"Pennsylvania",21719,1668
"Pennsylvania.5199",2020-04-12,"Pennsylvania",22938,1219
"Pennsylvania.5200",2020-04-13,"Pennsylvania",24292,1354
"Pennsylvania.5201",2020-04-14,"Pennsylvania",25465,1173
"Pennsylvania.5202",2020-04-15,"Pennsylvania",26753,1288
"Pennsylvania.5203",2020-04-16,"Pennsylvania",28258,1505
"Pennsylvania.5204",2020-04-17,"Pennsylvania",29888,1630
"Pennsylvania.5205",2020-04-18,"Pennsylvania",31652,1764
"Pennsylvania.5206",2020-04-19,"Pennsylvania",32902,1250
"Pennsylvania.5207",2020-04-20,"Pennsylvania",33914,1012
"Pennsylvania.5208",2020-04-21,"Pennsylvania",35249,1335
"Pennsylvania.5209",2020-04-22,"Pennsylvania",36082,833
"Pennsylvania.5210",2020-04-23,"Pennsylvania",38379,2297
"Pennsylvania.5211",2020-04-24,"Pennsylvania",40208,1829
"Pennsylvania.5212",2020-04-25,"Pennsylvania",41153,945
"Pennsylvania.5213",2020-04-26,"Pennsylvania",42616,1463
"Pennsylvania.5214",2020-04-27,"Pennsylvania",43558,942
"Pennsylvania.5215",2020-04-28,"Pennsylvania",45137,1579
"Pennsylvania.5216",2020-04-29,"Pennsylvania",46327,1190
"Pennsylvania.5217",2020-04-30,"Pennsylvania",47971,1644
"Pennsylvania.5218",2020-05-01,"Pennsylvania",49579,1608
"Pennsylvania.5219",2020-05-02,"Pennsylvania",50494,915
"Pennsylvania.5220",2020-05-03,"Pennsylvania",51225,731
"Pennsylvania.5221",2020-05-04,"Pennsylvania",52816,1591
"Pennsylvania.5222",2020-05-05,"Pennsylvania",53864,1048
"Pennsylvania.5223",2020-05-06,"Pennsylvania",54800,936
"Pennsylvania.5224",2020-05-07,"Pennsylvania",55956,1156
"Pennsylvania.5225",2020-05-08,"Pennsylvania",57371,1415
"Pennsylvania.5226",2020-05-09,"Pennsylvania",58560,1189
"Pennsylvania.5227",2020-05-10,"Pennsylvania",59939,1379
"Pennsylvania.5228",2020-05-11,"Pennsylvania",60459,520
"Pennsylvania.5229",2020-05-12,"Pennsylvania",61310,851
"Pennsylvania.5230",2020-05-13,"Pennsylvania",62101,791
"Pennsylvania.5231",2020-05-14,"Pennsylvania",63105,1004
"Pennsylvania.5232",2020-05-15,"Pennsylvania",64136,1031
"Pennsylvania.5233",2020-05-16,"Pennsylvania",65185,1049
"Pennsylvania.5234",2020-05-17,"Pennsylvania",65700,515
"Pennsylvania.5235",2020-05-18,"Pennsylvania",66669,969
"Pennsylvania.5236",2020-05-19,"Pennsylvania",67311,642
"Puerto Rico.5237",2020-01-22,"Puerto Rico",0,0
"Puerto Rico.5238",2020-01-23,"Puerto Rico",0,0
"Puerto Rico.5239",2020-01-24,"Puerto Rico",0,0
"Puerto Rico.5240",2020-01-25,"Puerto Rico",0,0
"Puerto Rico.5241",2020-01-26,"Puerto Rico",0,0
"Puerto Rico.5242",2020-01-27,"Puerto Rico",0,0
"Puerto Rico.5243",2020-01-28,"Puerto Rico",0,0
"Puerto Rico.5244",2020-01-29,"Puerto Rico",0,0
"Puerto Rico.5245",2020-01-30,"Puerto Rico",0,0
"Puerto Rico.5246",2020-01-31,"Puerto Rico",0,0
"Puerto Rico.5247",2020-02-01,"Puerto Rico",0,0
"Puerto Rico.5248",2020-02-02,"Puerto Rico",0,0
"Puerto Rico.5249",2020-02-03,"Puerto Rico",0,0
"Puerto Rico.5250",2020-02-04,"Puerto Rico",0,0
"Puerto Rico.5251",2020-02-05,"Puerto Rico",0,0
"Puerto Rico.5252",2020-02-06,"Puerto Rico",0,0
"Puerto Rico.5253",2020-02-07,"Puerto Rico",0,0
"Puerto Rico.5254",2020-02-08,"Puerto Rico",0,0
"Puerto Rico.5255",2020-02-09,"Puerto Rico",0,0
"Puerto Rico.5256",2020-02-10,"Puerto Rico",0,0
"Puerto Rico.5257",2020-02-11,"Puerto Rico",0,0
"Puerto Rico.5258",2020-02-12,"Puerto Rico",0,0
"Puerto Rico.5259",2020-02-13,"Puerto Rico",0,0
"Puerto Rico.5260",2020-02-14,"Puerto Rico",0,0
"Puerto Rico.5261",2020-02-15,"Puerto Rico",0,0
"Puerto Rico.5262",2020-02-16,"Puerto Rico",0,0
"Puerto Rico.5263",2020-02-17,"Puerto Rico",0,0
"Puerto Rico.5264",2020-02-18,"Puerto Rico",0,0
"Puerto Rico.5265",2020-02-19,"Puerto Rico",0,0
"Puerto Rico.5266",2020-02-20,"Puerto Rico",0,0
"Puerto Rico.5267",2020-02-21,"Puerto Rico",0,0
"Puerto Rico.5268",2020-02-22,"Puerto Rico",0,0
"Puerto Rico.5269",2020-02-23,"Puerto Rico",0,0
"Puerto Rico.5270",2020-02-24,"Puerto Rico",0,0
"Puerto Rico.5271",2020-02-25,"Puerto Rico",0,0
"Puerto Rico.5272",2020-02-26,"Puerto Rico",0,0
"Puerto Rico.5273",2020-02-27,"Puerto Rico",0,0
"Puerto Rico.5274",2020-02-28,"Puerto Rico",0,0
"Puerto Rico.5275",2020-02-29,"Puerto Rico",0,0
"Puerto Rico.5276",2020-03-01,"Puerto Rico",0,0
"Puerto Rico.5277",2020-03-02,"Puerto Rico",0,0
"Puerto Rico.5278",2020-03-03,"Puerto Rico",0,0
"Puerto Rico.5279",2020-03-04,"Puerto Rico",0,0
"Puerto Rico.5280",2020-03-05,"Puerto Rico",0,0
"Puerto Rico.5281",2020-03-06,"Puerto Rico",0,0
"Puerto Rico.5282",2020-03-07,"Puerto Rico",0,0
"Puerto Rico.5283",2020-03-08,"Puerto Rico",0,0
"Puerto Rico.5284",2020-03-09,"Puerto Rico",0,0
"Puerto Rico.5285",2020-03-10,"Puerto Rico",0,0
"Puerto Rico.5286",2020-03-11,"Puerto Rico",0,0
"Puerto Rico.5287",2020-03-12,"Puerto Rico",0,0
"Puerto Rico.5288",2020-03-13,"Puerto Rico",0,0
"Puerto Rico.5289",2020-03-14,"Puerto Rico",0,0
"Puerto Rico.5290",2020-03-15,"Puerto Rico",0,0
"Puerto Rico.5291",2020-03-16,"Puerto Rico",5,5
"Puerto Rico.5292",2020-03-17,"Puerto Rico",5,0
"Puerto Rico.5293",2020-03-18,"Puerto Rico",5,0
"Puerto Rico.5294",2020-03-19,"Puerto Rico",5,0
"Puerto Rico.5295",2020-03-20,"Puerto Rico",14,9
"Puerto Rico.5296",2020-03-21,"Puerto Rico",21,7
"Puerto Rico.5297",2020-03-22,"Puerto Rico",23,2
"Puerto Rico.5298",2020-03-23,"Puerto Rico",31,8
"Puerto Rico.5299",2020-03-24,"Puerto Rico",39,8
"Puerto Rico.5300",2020-03-25,"Puerto Rico",51,12
"Puerto Rico.5301",2020-03-26,"Puerto Rico",64,13
"Puerto Rico.5302",2020-03-27,"Puerto Rico",79,15
"Puerto Rico.5303",2020-03-28,"Puerto Rico",100,21
"Puerto Rico.5304",2020-03-29,"Puerto Rico",127,27
"Puerto Rico.5305",2020-03-30,"Puerto Rico",174,47
"Puerto Rico.5306",2020-03-31,"Puerto Rico",239,65
"Puerto Rico.5307",2020-04-01,"Puerto Rico",286,47
"Puerto Rico.5308",2020-04-02,"Puerto Rico",316,30
"Puerto Rico.5309",2020-04-03,"Puerto Rico",316,0
"Puerto Rico.5310",2020-04-04,"Puerto Rico",452,136
"Puerto Rico.5311",2020-04-05,"Puerto Rico",475,23
"Puerto Rico.5312",2020-04-06,"Puerto Rico",513,38
"Puerto Rico.5313",2020-04-07,"Puerto Rico",573,60
"Puerto Rico.5314",2020-04-08,"Puerto Rico",620,47
"Puerto Rico.5315",2020-04-09,"Puerto Rico",683,63
"Puerto Rico.5316",2020-04-10,"Puerto Rico",725,42
"Puerto Rico.5317",2020-04-11,"Puerto Rico",788,63
"Puerto Rico.5318",2020-04-12,"Puerto Rico",897,109
"Puerto Rico.5319",2020-04-13,"Puerto Rico",903,6
"Puerto Rico.5320",2020-04-14,"Puerto Rico",923,20
"Puerto Rico.5321",2020-04-15,"Puerto Rico",974,51
"Puerto Rico.5322",2020-04-16,"Puerto Rico",1043,69
"Puerto Rico.5323",2020-04-17,"Puerto Rico",1068,25
"Puerto Rico.5324",2020-04-18,"Puerto Rico",1118,50
"Puerto Rico.5325",2020-04-19,"Puerto Rico",1213,95
"Puerto Rico.5326",2020-04-20,"Puerto Rico",1252,39
"Puerto Rico.5327",2020-04-21,"Puerto Rico",1298,46
"Puerto Rico.5328",2020-04-22,"Puerto Rico",1252,0
"Puerto Rico.5329",2020-04-23,"Puerto Rico",1416,164
"Puerto Rico.5330",2020-04-24,"Puerto Rico",1276,0
"Puerto Rico.5331",2020-04-25,"Puerto Rico",1307,31
"Puerto Rico.5332",2020-04-26,"Puerto Rico",1371,64
"Puerto Rico.5333",2020-04-27,"Puerto Rico",1389,18
"Puerto Rico.5334",2020-04-28,"Puerto Rico",1400,11
"Puerto Rico.5335",2020-04-29,"Puerto Rico",1433,33
"Puerto Rico.5336",2020-04-30,"Puerto Rico",1539,106
"Puerto Rico.5337",2020-05-01,"Puerto Rico",1575,36
"Puerto Rico.5338",2020-05-02,"Puerto Rico",1757,182
"Puerto Rico.5339",2020-05-03,"Puerto Rico",1808,51
"Puerto Rico.5340",2020-05-04,"Puerto Rico",1843,35
"Puerto Rico.5341",2020-05-05,"Puerto Rico",1924,81
"Puerto Rico.5342",2020-05-06,"Puerto Rico",1968,44
"Puerto Rico.5343",2020-05-07,"Puerto Rico",2031,63
"Puerto Rico.5344",2020-05-08,"Puerto Rico",2156,125
"Puerto Rico.5345",2020-05-09,"Puerto Rico",2173,17
"Puerto Rico.5346",2020-05-10,"Puerto Rico",2198,25
"Puerto Rico.5347",2020-05-11,"Puerto Rico",2256,58
"Puerto Rico.5348",2020-05-12,"Puerto Rico",2299,43
"Puerto Rico.5349",2020-05-13,"Puerto Rico",2329,30
"Puerto Rico.5350",2020-05-14,"Puerto Rico",2427,98
"Puerto Rico.5351",2020-05-15,"Puerto Rico",2542,115
"Puerto Rico.5352",2020-05-16,"Puerto Rico",2589,47
"Puerto Rico.5353",2020-05-17,"Puerto Rico",2646,57
"Puerto Rico.5354",2020-05-18,"Puerto Rico",2710,64
"Puerto Rico.5355",2020-05-19,"Puerto Rico",2805,95
"Rhode Island.5356",2020-01-22,"Rhode Island",0,0
"Rhode Island.5357",2020-01-23,"Rhode Island",0,0
"Rhode Island.5358",2020-01-24,"Rhode Island",0,0
"Rhode Island.5359",2020-01-25,"Rhode Island",0,0
"Rhode Island.5360",2020-01-26,"Rhode Island",0,0
"Rhode Island.5361",2020-01-27,"Rhode Island",0,0
"Rhode Island.5362",2020-01-28,"Rhode Island",0,0
"Rhode Island.5363",2020-01-29,"Rhode Island",0,0
"Rhode Island.5364",2020-01-30,"Rhode Island",0,0
"Rhode Island.5365",2020-01-31,"Rhode Island",0,0
"Rhode Island.5366",2020-02-01,"Rhode Island",0,0
"Rhode Island.5367",2020-02-02,"Rhode Island",0,0
"Rhode Island.5368",2020-02-03,"Rhode Island",0,0
"Rhode Island.5369",2020-02-04,"Rhode Island",0,0
"Rhode Island.5370",2020-02-05,"Rhode Island",0,0
"Rhode Island.5371",2020-02-06,"Rhode Island",0,0
"Rhode Island.5372",2020-02-07,"Rhode Island",0,0
"Rhode Island.5373",2020-02-08,"Rhode Island",0,0
"Rhode Island.5374",2020-02-09,"Rhode Island",0,0
"Rhode Island.5375",2020-02-10,"Rhode Island",0,0
"Rhode Island.5376",2020-02-11,"Rhode Island",0,0
"Rhode Island.5377",2020-02-12,"Rhode Island",0,0
"Rhode Island.5378",2020-02-13,"Rhode Island",0,0
"Rhode Island.5379",2020-02-14,"Rhode Island",0,0
"Rhode Island.5380",2020-02-15,"Rhode Island",0,0
"Rhode Island.5381",2020-02-16,"Rhode Island",0,0
"Rhode Island.5382",2020-02-17,"Rhode Island",0,0
"Rhode Island.5383",2020-02-18,"Rhode Island",0,0
"Rhode Island.5384",2020-02-19,"Rhode Island",0,0
"Rhode Island.5385",2020-02-20,"Rhode Island",0,0
"Rhode Island.5386",2020-02-21,"Rhode Island",0,0
"Rhode Island.5387",2020-02-22,"Rhode Island",0,0
"Rhode Island.5388",2020-02-23,"Rhode Island",0,0
"Rhode Island.5389",2020-02-24,"Rhode Island",0,0
"Rhode Island.5390",2020-02-25,"Rhode Island",0,0
"Rhode Island.5391",2020-02-26,"Rhode Island",0,0
"Rhode Island.5392",2020-02-27,"Rhode Island",0,0
"Rhode Island.5393",2020-02-28,"Rhode Island",0,0
"Rhode Island.5394",2020-02-29,"Rhode Island",0,0
"Rhode Island.5395",2020-03-01,"Rhode Island",1,1
"Rhode Island.5396",2020-03-02,"Rhode Island",2,1
"Rhode Island.5397",2020-03-03,"Rhode Island",2,0
"Rhode Island.5398",2020-03-04,"Rhode Island",2,0
"Rhode Island.5399",2020-03-05,"Rhode Island",2,0
"Rhode Island.5400",2020-03-06,"Rhode Island",2,0
"Rhode Island.5401",2020-03-07,"Rhode Island",3,1
"Rhode Island.5402",2020-03-08,"Rhode Island",3,0
"Rhode Island.5403",2020-03-09,"Rhode Island",3,0
"Rhode Island.5404",2020-03-10,"Rhode Island",3,0
"Rhode Island.5405",2020-03-11,"Rhode Island",5,2
"Rhode Island.5406",2020-03-12,"Rhode Island",3,0
"Rhode Island.5407",2020-03-13,"Rhode Island",12,9
"Rhode Island.5408",2020-03-14,"Rhode Island",20,8
"Rhode Island.5409",2020-03-15,"Rhode Island",20,0
"Rhode Island.5410",2020-03-16,"Rhode Island",21,1
"Rhode Island.5411",2020-03-17,"Rhode Island",23,2
"Rhode Island.5412",2020-03-18,"Rhode Island",33,10
"Rhode Island.5413",2020-03-19,"Rhode Island",44,11
"Rhode Island.5414",2020-03-20,"Rhode Island",54,10
"Rhode Island.5415",2020-03-21,"Rhode Island",66,12
"Rhode Island.5416",2020-03-22,"Rhode Island",83,17
"Rhode Island.5417",2020-03-23,"Rhode Island",106,23
"Rhode Island.5418",2020-03-24,"Rhode Island",124,18
"Rhode Island.5419",2020-03-25,"Rhode Island",132,8
"Rhode Island.5420",2020-03-26,"Rhode Island",165,33
"Rhode Island.5421",2020-03-27,"Rhode Island",203,38
"Rhode Island.5422",2020-03-28,"Rhode Island",239,36
"Rhode Island.5423",2020-03-29,"Rhode Island",294,55
"Rhode Island.5424",2020-03-30,"Rhode Island",408,114
"Rhode Island.5425",2020-03-31,"Rhode Island",488,80
"Rhode Island.5426",2020-04-01,"Rhode Island",566,78
"Rhode Island.5427",2020-04-02,"Rhode Island",645,79
"Rhode Island.5428",2020-04-03,"Rhode Island",711,66
"Rhode Island.5429",2020-04-04,"Rhode Island",806,95
"Rhode Island.5430",2020-04-05,"Rhode Island",922,116
"Rhode Island.5431",2020-04-06,"Rhode Island",1082,160
"Rhode Island.5432",2020-04-07,"Rhode Island",1229,147
"Rhode Island.5433",2020-04-08,"Rhode Island",1450,221
"Rhode Island.5434",2020-04-09,"Rhode Island",1727,277
"Rhode Island.5435",2020-04-10,"Rhode Island",1727,0
"Rhode Island.5436",2020-04-11,"Rhode Island",2349,622
"Rhode Island.5437",2020-04-12,"Rhode Island",2665,316
"Rhode Island.5438",2020-04-13,"Rhode Island",2665,0
"Rhode Island.5439",2020-04-14,"Rhode Island",3251,586
"Rhode Island.5440",2020-04-15,"Rhode Island",3251,0
"Rhode Island.5441",2020-04-16,"Rhode Island",3529,278
"Rhode Island.5442",2020-04-17,"Rhode Island",4177,648
"Rhode Island.5443",2020-04-18,"Rhode Island",4491,314
"Rhode Island.5444",2020-04-19,"Rhode Island",4706,215
"Rhode Island.5445",2020-04-20,"Rhode Island",5090,384
"Rhode Island.5446",2020-04-21,"Rhode Island",5500,410
"Rhode Island.5447",2020-04-22,"Rhode Island",5841,341
"Rhode Island.5448",2020-04-23,"Rhode Island",6256,415
"Rhode Island.5449",2020-04-24,"Rhode Island",6699,443
"Rhode Island.5450",2020-04-25,"Rhode Island",7129,430
"Rhode Island.5451",2020-04-26,"Rhode Island",7439,310
"Rhode Island.5452",2020-04-27,"Rhode Island",7708,269
"Rhode Island.5453",2020-04-28,"Rhode Island",7927,219
"Rhode Island.5454",2020-04-29,"Rhode Island",8247,320
"Rhode Island.5455",2020-04-30,"Rhode Island",8621,374
"Rhode Island.5456",2020-05-01,"Rhode Island",8962,341
"Rhode Island.5457",2020-05-02,"Rhode Island",9289,327
"Rhode Island.5458",2020-05-03,"Rhode Island",9477,188
"Rhode Island.5459",2020-05-04,"Rhode Island",9652,175
"Rhode Island.5460",2020-05-05,"Rhode Island",9933,281
"Rhode Island.5461",2020-05-06,"Rhode Island",10205,272
"Rhode Island.5462",2020-05-07,"Rhode Island",10530,325
"Rhode Island.5463",2020-05-08,"Rhode Island",10779,249
"Rhode Island.5464",2020-05-09,"Rhode Island",10989,210
"Rhode Island.5465",2020-05-10,"Rhode Island",11274,285
"Rhode Island.5466",2020-05-11,"Rhode Island",11450,176
"Rhode Island.5467",2020-05-12,"Rhode Island",11614,164
"Rhode Island.5468",2020-05-13,"Rhode Island",11835,221
"Rhode Island.5469",2020-05-14,"Rhode Island",12016,181
"Rhode Island.5470",2020-05-15,"Rhode Island",12219,203
"Rhode Island.5471",2020-05-16,"Rhode Island",12434,215
"Rhode Island.5472",2020-05-17,"Rhode Island",12674,240
"Rhode Island.5473",2020-05-18,"Rhode Island",12795,121
"Rhode Island.5474",2020-05-19,"Rhode Island",12951,156
"South Carolina.5475",2020-01-22,"South Carolina",0,0
"South Carolina.5476",2020-01-23,"South Carolina",0,0
"South Carolina.5477",2020-01-24,"South Carolina",0,0
"South Carolina.5478",2020-01-25,"South Carolina",0,0
"South Carolina.5479",2020-01-26,"South Carolina",0,0
"South Carolina.5480",2020-01-27,"South Carolina",0,0
"South Carolina.5481",2020-01-28,"South Carolina",0,0
"South Carolina.5482",2020-01-29,"South Carolina",0,0
"South Carolina.5483",2020-01-30,"South Carolina",0,0
"South Carolina.5484",2020-01-31,"South Carolina",0,0
"South Carolina.5485",2020-02-01,"South Carolina",0,0
"South Carolina.5486",2020-02-02,"South Carolina",0,0
"South Carolina.5487",2020-02-03,"South Carolina",0,0
"South Carolina.5488",2020-02-04,"South Carolina",0,0
"South Carolina.5489",2020-02-05,"South Carolina",0,0
"South Carolina.5490",2020-02-06,"South Carolina",0,0
"South Carolina.5491",2020-02-07,"South Carolina",0,0
"South Carolina.5492",2020-02-08,"South Carolina",0,0
"South Carolina.5493",2020-02-09,"South Carolina",0,0
"South Carolina.5494",2020-02-10,"South Carolina",0,0
"South Carolina.5495",2020-02-11,"South Carolina",0,0
"South Carolina.5496",2020-02-12,"South Carolina",0,0
"South Carolina.5497",2020-02-13,"South Carolina",0,0
"South Carolina.5498",2020-02-14,"South Carolina",0,0
"South Carolina.5499",2020-02-15,"South Carolina",0,0
"South Carolina.5500",2020-02-16,"South Carolina",0,0
"South Carolina.5501",2020-02-17,"South Carolina",0,0
"South Carolina.5502",2020-02-18,"South Carolina",0,0
"South Carolina.5503",2020-02-19,"South Carolina",0,0
"South Carolina.5504",2020-02-20,"South Carolina",0,0
"South Carolina.5505",2020-02-21,"South Carolina",0,0
"South Carolina.5506",2020-02-22,"South Carolina",0,0
"South Carolina.5507",2020-02-23,"South Carolina",0,0
"South Carolina.5508",2020-02-24,"South Carolina",0,0
"South Carolina.5509",2020-02-25,"South Carolina",0,0
"South Carolina.5510",2020-02-26,"South Carolina",0,0
"South Carolina.5511",2020-02-27,"South Carolina",0,0
"South Carolina.5512",2020-02-28,"South Carolina",0,0
"South Carolina.5513",2020-02-29,"South Carolina",0,0
"South Carolina.5514",2020-03-01,"South Carolina",0,0
"South Carolina.5515",2020-03-02,"South Carolina",0,0
"South Carolina.5516",2020-03-03,"South Carolina",0,0
"South Carolina.5517",2020-03-04,"South Carolina",0,0
"South Carolina.5518",2020-03-05,"South Carolina",0,0
"South Carolina.5519",2020-03-06,"South Carolina",0,0
"South Carolina.5520",2020-03-07,"South Carolina",2,2
"South Carolina.5521",2020-03-08,"South Carolina",2,0
"South Carolina.5522",2020-03-09,"South Carolina",3,1
"South Carolina.5523",2020-03-10,"South Carolina",7,4
"South Carolina.5524",2020-03-11,"South Carolina",10,3
"South Carolina.5525",2020-03-12,"South Carolina",7,0
"South Carolina.5526",2020-03-13,"South Carolina",8,1
"South Carolina.5527",2020-03-14,"South Carolina",19,11
"South Carolina.5528",2020-03-15,"South Carolina",19,0
"South Carolina.5529",2020-03-16,"South Carolina",30,11
"South Carolina.5530",2020-03-17,"South Carolina",47,17
"South Carolina.5531",2020-03-18,"South Carolina",60,13
"South Carolina.5532",2020-03-19,"South Carolina",80,20
"South Carolina.5533",2020-03-20,"South Carolina",126,46
"South Carolina.5534",2020-03-21,"South Carolina",174,48
"South Carolina.5535",2020-03-22,"South Carolina",196,22
"South Carolina.5536",2020-03-23,"South Carolina",298,102
"South Carolina.5537",2020-03-24,"South Carolina",342,44
"South Carolina.5538",2020-03-25,"South Carolina",424,82
"South Carolina.5539",2020-03-26,"South Carolina",424,0
"South Carolina.5540",2020-03-27,"South Carolina",542,118
"South Carolina.5541",2020-03-28,"South Carolina",660,118
"South Carolina.5542",2020-03-29,"South Carolina",774,114
"South Carolina.5543",2020-03-30,"South Carolina",925,151
"South Carolina.5544",2020-03-31,"South Carolina",1083,158
"South Carolina.5545",2020-04-01,"South Carolina",1293,210
"South Carolina.5546",2020-04-02,"South Carolina",1554,261
"South Carolina.5547",2020-04-03,"South Carolina",1700,146
"South Carolina.5548",2020-04-04,"South Carolina",1917,217
"South Carolina.5549",2020-04-05,"South Carolina",2049,132
"South Carolina.5550",2020-04-06,"South Carolina",2232,183
"South Carolina.5551",2020-04-07,"South Carolina",2417,185
"South Carolina.5552",2020-04-08,"South Carolina",2417,0
"South Carolina.5553",2020-04-09,"South Carolina",2793,376
"South Carolina.5554",2020-04-10,"South Carolina",3067,274
"South Carolina.5555",2020-04-11,"South Carolina",3211,144
"South Carolina.5556",2020-04-12,"South Carolina",3320,109
"South Carolina.5557",2020-04-13,"South Carolina",3391,71
"South Carolina.5558",2020-04-14,"South Carolina",3553,162
"South Carolina.5559",2020-04-15,"South Carolina",3656,103
"South Carolina.5560",2020-04-16,"South Carolina",3931,275
"South Carolina.5561",2020-04-17,"South Carolina",4099,168
"South Carolina.5562",2020-04-18,"South Carolina",4248,149
"South Carolina.5563",2020-04-19,"South Carolina",4377,129
"South Carolina.5564",2020-04-20,"South Carolina",4446,69
"South Carolina.5565",2020-04-21,"South Carolina",4439,0
"South Carolina.5566",2020-04-22,"South Carolina",4761,322
"South Carolina.5567",2020-04-23,"South Carolina",4917,156
"South Carolina.5568",2020-04-24,"South Carolina",5070,153
"South Carolina.5569",2020-04-25,"South Carolina",5253,183
"South Carolina.5570",2020-04-26,"South Carolina",5498,245
"South Carolina.5571",2020-04-27,"South Carolina",5613,115
"South Carolina.5572",2020-04-28,"South Carolina",5735,122
"South Carolina.5573",2020-04-29,"South Carolina",5882,147
"South Carolina.5574",2020-04-30,"South Carolina",6095,213
"South Carolina.5575",2020-05-01,"South Carolina",6258,163
"South Carolina.5576",2020-05-02,"South Carolina",6489,231
"South Carolina.5577",2020-05-03,"South Carolina",6626,137
"South Carolina.5578",2020-05-04,"South Carolina",6757,131
"South Carolina.5579",2020-05-05,"South Carolina",6841,84
"South Carolina.5580",2020-05-06,"South Carolina",6936,95
"South Carolina.5581",2020-05-07,"South Carolina",7142,206
"South Carolina.5582",2020-05-08,"South Carolina",7367,225
"South Carolina.5583",2020-05-09,"South Carolina",7531,164
"South Carolina.5584",2020-05-10,"South Carolina",7653,122
"South Carolina.5585",2020-05-11,"South Carolina",7792,139
"South Carolina.5586",2020-05-12,"South Carolina",7927,135
"South Carolina.5587",2020-05-13,"South Carolina",8030,103
"South Carolina.5588",2020-05-14,"South Carolina",8189,159
"South Carolina.5589",2020-05-15,"South Carolina",8407,218
"South Carolina.5590",2020-05-16,"South Carolina",8661,254
"South Carolina.5591",2020-05-17,"South Carolina",8816,155
"South Carolina.5592",2020-05-18,"South Carolina",8942,126
"South Carolina.5593",2020-05-19,"South Carolina",9056,114
"South Dakota.5594",2020-01-22,"South Dakota",0,0
"South Dakota.5595",2020-01-23,"South Dakota",0,0
"South Dakota.5596",2020-01-24,"South Dakota",0,0
"South Dakota.5597",2020-01-25,"South Dakota",0,0
"South Dakota.5598",2020-01-26,"South Dakota",0,0
"South Dakota.5599",2020-01-27,"South Dakota",0,0
"South Dakota.5600",2020-01-28,"South Dakota",0,0
"South Dakota.5601",2020-01-29,"South Dakota",0,0
"South Dakota.5602",2020-01-30,"South Dakota",0,0
"South Dakota.5603",2020-01-31,"South Dakota",0,0
"South Dakota.5604",2020-02-01,"South Dakota",0,0
"South Dakota.5605",2020-02-02,"South Dakota",0,0
"South Dakota.5606",2020-02-03,"South Dakota",0,0
"South Dakota.5607",2020-02-04,"South Dakota",0,0
"South Dakota.5608",2020-02-05,"South Dakota",0,0
"South Dakota.5609",2020-02-06,"South Dakota",0,0
"South Dakota.5610",2020-02-07,"South Dakota",0,0
"South Dakota.5611",2020-02-08,"South Dakota",0,0
"South Dakota.5612",2020-02-09,"South Dakota",0,0
"South Dakota.5613",2020-02-10,"South Dakota",0,0
"South Dakota.5614",2020-02-11,"South Dakota",0,0
"South Dakota.5615",2020-02-12,"South Dakota",0,0
"South Dakota.5616",2020-02-13,"South Dakota",0,0
"South Dakota.5617",2020-02-14,"South Dakota",0,0
"South Dakota.5618",2020-02-15,"South Dakota",0,0
"South Dakota.5619",2020-02-16,"South Dakota",0,0
"South Dakota.5620",2020-02-17,"South Dakota",0,0
"South Dakota.5621",2020-02-18,"South Dakota",0,0
"South Dakota.5622",2020-02-19,"South Dakota",0,0
"South Dakota.5623",2020-02-20,"South Dakota",0,0
"South Dakota.5624",2020-02-21,"South Dakota",0,0
"South Dakota.5625",2020-02-22,"South Dakota",0,0
"South Dakota.5626",2020-02-23,"South Dakota",0,0
"South Dakota.5627",2020-02-24,"South Dakota",0,0
"South Dakota.5628",2020-02-25,"South Dakota",0,0
"South Dakota.5629",2020-02-26,"South Dakota",0,0
"South Dakota.5630",2020-02-27,"South Dakota",0,0
"South Dakota.5631",2020-02-28,"South Dakota",0,0
